"county","county_ascii","county_full","state_name","population","age_median","income_household_median","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","highschool_or_less","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","unemployment_rate","poverty","health_uninsured"
"Refugio","Refugio","Refugio County","Texas",7145,43.3,50076,22952,72.8,84845,644,28.1,19.7,38.4,58.10000228881836,30.3,8.1,3.4,11.5,23.2,6.9,16.5,15.9
"Jefferson","Jefferson","Jefferson County","Nebraska",7144,46.5,44510,27036,71.2,86576,650,23.9,8.9,37.3,46.19999885559082,36,14.2,3.6,17.8,38.3,1.7,11.2,5.6
"Pierce","Pierce","Pierce County","Nebraska",7144,41.6,64511,34406,75.9,130643,636,19.6,4.6,33.3,37.899999141693115,39,17.1,6,23.1,41.9,2.2,8,4.6
"Brooks","Brooks","Brooks County","Texas",7141,29.7,28333,14471,61.3,64915,611,46.4,31.2,24.7,55.900001525878906,28.4,10.9,4.8,15.7,35.4,11.3,41.4,22.5
"Union","Union","Union County","Indiana",7113,43.5,50375,27248,72,116139,797,24.5,12.6,43.4,56.00000190734863,25.6,11.5,7,18.5,37.3,1.5,7.4,9.6
"Bailey","Bailey","Bailey County","Texas",7100,33.3,52273,25217,74.6,71502,591,17.5,23.1,35.1,58.19999885559082,24.6,13.2,4,17.2,24.2,2.5,8.7,21.2
"East Carroll","East Carroll","East Carroll Parish","Louisiana",7096,33.9,22346,17979,51.6,76134,485,38.2,29.5,40.5,70,21.1,6.7,2.2,8.9,31.3,7.5,44.6,9
"Adair","Adair","Adair County","Iowa",7085,45.4,53363,31886,74.3,104124,585,23.1,5.8,40.5,46.30000019073486,35.2,14.3,4.2,18.5,35.8,4.2,10.9,4.4
"Monroe","Monroe","Monroe County","Arkansas",7050,47.3,38468,22568,59.9,62808,517,30.4,21.1,41.3,62.39999961853027,24.9,9.7,3,12.7,28.8,7.5,27.1,8.9
"Weston","Weston","Weston County","Wyoming",7049,43.1,57031,27367,83,167398,767,23,6.3,37.4,43.70000171661377,36.2,13.4,6.6,20,45.2,4.1,14.5,11.8
"King and Queen","King and Queen","King and Queen County","Virginia",7042,46.7,63982,32279,83.5,184922,968,26.3,11.9,37.1,48.99999809265137,27.4,16.8,6.8,23.6,41.4,3,12.4,6.5
"Grand Isle","Grand Isle","Grand Isle County","Vermont",7022,48.2,71587,35800,84,274789,997,34.5,7.1,27,34.09999990463257,26.1,23.4,16.4,39.8,48.5,4.2,7.5,3.6
"Charles City","Charles City","Charles City County","Virginia",7014,50.8,57198,28848,83.9,164657,813,30.2,20.3,38.3,58.599998474121094,26.7,9.6,5.1,14.7,47.4,3,13.2,8.7
"Wallowa","Wallowa","Wallowa County","Oregon",7004,52.6,51224,26382,69.7,241376,681,32.3,6.9,28.6,35.50000047683716,38.1,17.7,8.8,26.5,47.2,4.7,13.6,4.6
"Pendleton","Pendleton","Pendleton County","West Virginia",7001,50.8,42312,22380,80.5,122764,513,20,18.6,51.3,69.89999961853027,16.1,8.8,5.3,14.1,44.4,4.4,15.2,5.2
"Tucker","Tucker","Tucker County","West Virginia",6982,49.3,49118,25045,78.5,125846,552,30.9,12.2,46.8,58.999999046325684,21.6,11.5,7.9,19.4,43,6.2,12.5,4.9
"Presidio","Presidio","Presidio County","Texas",6975,41.9,25098,14817,57.8,76066,429,27.1,46.6,15.9,62.49999809265137,16.3,14.5,6.6,21.1,22.5,10.7,39,26.1
"Nemaha","Nemaha","Nemaha County","Nebraska",6973,39.3,51828,26546,72.9,106291,563,20.6,8.2,29.9,38.09999942779541,34.1,19.6,8.2,27.8,38,4.1,11.6,6.5
"Randolph","Randolph","Randolph County","Georgia",6973,41,31699,16983,57.2,73082,583,24.2,25.5,35.8,61.29999923706055,28.5,7.1,3.1,10.2,39.9,7.7,32.9,13.3
"Schuyler","Schuyler","Schuyler County","Illinois",6953,46.3,52357,29440,75.7,90134,672,20.9,10.6,35.6,46.19999885559082,33.4,13.7,6.7,20.4,33.7,7.5,19,9.4
"Caribou","Caribou","Caribou County","Idaho",6953,36.9,59053,25919,79.3,143823,570,22.5,8.8,32.4,41.20000171661377,39.9,14.9,4.1,19,46,3.8,8.8,7.7
"Russell","Russell","Russell County","Kansas",6948,49.1,44792,22825,78,88367,636,26.8,11.9,27.2,39.10000038146973,37.7,14.3,8.8,23.1,32,6.6,11.1,10.3
"Pembina","Pembina","Pembina County","North Dakota",6947,48.1,64549,32468,77,93881,593,21.2,10.4,31.8,42.19999885559082,37.1,16.4,4.2,20.6,34.8,3.3,7.4,7.2
"Fremont","Fremont","Fremont County","Iowa",6946,46.2,56750,30390,76.3,109650,661,21.5,7.9,33.6,41.499998569488525,39.6,12.7,6.1,18.8,37.6,3.6,10.6,4.6
"Cameron","Cameron","Cameron Parish","Louisiana",6930,44.1,53423,30517,84.4,123674,905,36.7,15.3,40.3,55.59999942779541,31.8,8.7,4,12.7,41.9,4.7,9.9,9.7
"Bon Homme","Bon Homme","Bon Homme County","South Dakota",6929,42.3,54737,25382,73.5,89939,572,19.9,12.6,37,49.60000038146973,32.2,12.7,5.6,18.3,44.9,1.7,10.7,5.5
"Ida","Ida","Ida County","Iowa",6901,43.7,58427,32594,75.6,97882,532,18.7,6.8,38.8,45.59999942779541,35.8,14.5,4.1,18.6,31.4,2.6,9.6,3.5
"Wabaunsee","Wabaunsee","Wabaunsee County","Kansas",6889,43.8,61178,31168,85.5,147552,669,19.9,4.6,34.9,39.500001430511475,36.3,15.9,8.3,24.2,45.3,2.6,4.9,5.1
"Lee","Lee","Lee County","Kentucky",6881,43.6,25275,16665,68.9,63260,548,50.6,31.9,36.3,68.19999885559082,23.5,4.3,4,8.3,27.1,10.4,34.6,2.7
"Southeast Fairbanks","Southeast Fairbanks","Southeast Fairbanks Census Area","Alaska",6878,36.8,70056,29888,73.5,174116,1042,23.7,10.1,34.2,44.30000114440918,35.9,9.5,10.2,19.7,52.4,11,10.9,17.1
"Benson","Benson","Benson County","North Dakota",6873,30.5,47667,26089,67,75746,447,22.5,13.7,29.5,43.19999980926514,40.7,12.4,3.7,16.1,41.2,5.9,31.9,11
"Powell","Powell","Powell County","Montana",6854,45.5,54667,23966,67.1,143156,688,22.7,10.6,37.8,48.39999961853027,31.1,12.9,7.5,20.4,28.9,0.7,11.7,6.4
"Henderson","Henderson","Henderson County","Illinois",6809,50,53676,27336,82.2,91791,558,24.3,8.8,41.7,50.500000953674316,31.2,13.8,4.6,18.4,44.3,5.5,7.8,5.8
"Lafayette","Lafayette","Lafayette County","Arkansas",6800,47,32397,21109,79.1,63009,473,34.1,20.3,40.2,60.5,23.7,11.6,4.2,15.8,41.7,5.4,25.9,8.2
"Pocahontas","Pocahontas","Pocahontas County","Iowa",6797,47.6,52448,30587,77.3,77389,597,20,7.8,39.4,47.20000171661377,37.8,11.9,3.1,15,41,3.3,10.7,4.2
"Treutlen","Treutlen","Treutlen County","Georgia",6795,40.1,32241,19712,66.9,69565,585,23.3,26.3,40.8,67.0999984741211,20.5,7.3,5.1,12.4,47.9,8.8,27.5,20.2
"Clark","Clark","Clark County","Missouri",6779,44,48909,25281,74.9,92103,600,26.4,13.7,43.5,57.19999980926514,30,7.7,5.1,12.8,31.5,3.4,15,14.1
"Fall River","Fall River","Fall River County","South Dakota",6747,53.6,50588,24749,78.1,127912,608,22.3,5.6,35.1,40.69999837875366,38.3,14.1,6.9,21,47.1,2.6,14,7.1
"Lac qui Parle","Lac qui Parle","Lac qui Parle County","Minnesota",6719,50.4,53071,29450,80.9,90881,541,20.1,6.7,37,43.69999980926514,37.5,13.8,4.9,18.7,36.2,2.4,8.3,2.5
"Blaine","Blaine","Blaine County","Montana",6719,33.8,41279,23482,58,102208,466,19.4,10.1,27.4,37.5,39.7,18.7,4.1,22.8,39.8,15.1,30.5,15.1
"Cumberland","Cumberland","Cumberland County","Kentucky",6697,46,35344,18583,72.9,96038,465,26.9,18.2,43,61.20000076293945,25.4,8.6,4.8,13.4,50.3,4.6,21.4,10
"Clinch","Clinch","Clinch County","Georgia",6686,39.9,27658,21190,74.9,59600,439,27.8,30.8,33.9,64.70000076293945,25.3,5.9,4.1,10,38.2,6,40.2,19.4
"Huerfano","Huerfano","Huerfano County","Colorado",6679,55,38137,23471,71.8,163794,626,35.7,7.6,29.6,37.200000286102295,41.6,14.8,6.4,21.2,51.8,3.1,15.8,9.6
"Pawnee","Pawnee","Pawnee County","Kansas",6629,43,49917,24658,66.1,79813,602,22.8,9.4,33.1,42.49999809265137,38,14.7,4.9,19.6,52.5,2.4,6.4,9.6
"Brown","Brown","Brown County","Illinois",6628,38.9,61655,30690,74.8,92365,615,18.4,17,37.5,54.5,31.4,10.3,3.8,14.1,40,3.7,11.6,6.3
"Gentry","Gentry","Gentry County","Missouri",6616,40.4,47790,25652,73.6,90306,612,24.3,10.8,42.5,53.30000019073486,27.7,14.3,4.8,19.1,41.3,3.8,14.8,10.6
"Pershing","Pershing","Pershing County","Nevada",6615,42.1,50491,26088,66.8,114845,678,25.1,19.1,37.2,56.30000114440918,32.6,6.1,5.1,11.2,53.3,7.6,12,11.8
"Saguache","Saguache","Saguache County","Colorado",6592,49,38571,23863,71.5,150993,631,26.3,16.9,30.5,47.39999961853027,30.4,15.1,7,22.1,56.8,6.2,17.6,13.3
"Hancock","Hancock","Hancock County","Tennessee",6587,44.5,30136,18665,79.6,93304,424,24.7,22.9,42.2,65.10000038146973,23.7,4.8,6.4,11.2,32.6,8.8,28.6,10.8
"Woodruff","Woodruff","Woodruff County","Arkansas",6533,45.5,32845,22792,65.4,62621,504,37.3,18.3,43.8,62.099998474121094,23.9,9.9,4.1,14,39.4,7.8,25.2,6
"Kearney","Kearney","Kearney County","Nebraska",6529,39.6,60266,32080,73.1,150537,695,23.3,3.6,29.2,32.80000066757202,40.6,20,6.6,26.6,37.2,2.8,9.9,6.1
"Surry","Surry","Surry County","Virginia",6523,49.8,57962,32457,74.3,189759,903,40.2,15,36.2,51.20000076293945,28.1,13.5,7.1,20.6,51.2,5.7,15.9,11.8
"Norman","Norman","Norman County","Minnesota",6520,43.8,55085,30234,81.9,99922,599,26.4,8.1,36.9,45.00000190734863,36,14.9,4.2,19.1,40.9,2.9,8.8,6
"Beaver","Beaver","Beaver County","Utah",6517,33,55221,30436,74.1,176644,717,23.2,11.1,32.6,43.69999885559082,35.3,16.8,4.3,21.1,42.9,3.5,9.1,12.7
"Galax","Galax","Galax City","Virginia",6517,45,33575,20318,68.1,99394,574,39.6,24.3,30.4,54.69999885559082,30.5,8.3,6.5,14.8,45.1,7.3,23.8,16.2
"Burt","Burt","Burt County","Nebraska",6510,45.7,54203,30128,76.6,99370,640,25.1,8.7,35.7,44.40000057220459,34.2,16.3,5.1,21.4,33.8,3.9,12.3,10.1
"Moody","Moody","Moody County","South Dakota",6507,39.9,61538,32692,71.4,136620,568,16.2,9.6,33.7,43.30000114440918,35.3,16.5,4.8,21.3,45.3,3.6,11.4,9.4
"Bottineau","Bottineau","Bottineau County","North Dakota",6502,45,60381,31982,79.4,140853,648,21.4,8.3,27.8,36.09999942779541,39.9,19.5,4.5,24,41.1,3.7,9.6,3.5
"Buena Vista","Buena Vista","Buena Vista City","Virginia",6484,35.5,32455,18000,68,126427,795,35.8,18.9,40.3,59.19999885559082,24.9,8.3,7.7,16,26.3,2.3,25.5,11
"Spink","Spink","Spink County","South Dakota",6483,43.5,54423,31111,74.2,83325,618,20.2,8.9,37.2,46.10000038146973,32.1,17.4,4.4,21.8,44.3,2.1,9.9,6.3
"Edwards","Edwards","Edwards County","Illinois",6455,43.5,51080,29449,80.2,79572,495,19.2,8,34.5,42.5,43.5,10.2,3.7,13.9,37.3,5.3,10.2,6.2
"Menifee","Menifee","Menifee County","Kentucky",6443,44.6,39325,23848,79.8,77010,603,22.5,22.6,44.7,67.30000114440918,21.5,8.4,2.8,11.2,45.5,3.3,23.7,3.5
"Wayne","Wayne","Wayne County","Iowa",6429,43.2,44768,28464,81.1,80725,524,19.2,12.1,44.4,56.50000190734863,30.9,8.8,3.9,12.7,42.7,1.7,17.2,11.2
"Howard","Howard","Howard County","Nebraska",6417,43.1,59348,30998,76.5,147823,685,27.8,5.1,36.2,41.30000066757202,37.5,15.8,5.4,21.2,43.2,3.5,7.9,6
"Prince of Wales-Hyder","Prince of Wales-Hyder","Prince of Wales-Hyder Census Area","Alaska",6407,41.3,52379,23921,72.8,174402,783,24.4,9.2,37.9,47.10000133514404,34.6,12.6,5.7,18.3,46.7,11.3,17.3,24.7
"Bland","Bland","Bland County","Virginia",6388,46.4,48531,25587,81.4,117326,589,32.9,11.4,42.4,53.80000114440918,32,10.5,3.7,14.2,42.5,5.4,10.3,7.5
"Rio Blanco","Rio Blanco","Rio Blanco County","Colorado",6384,36.9,54357,30251,70.8,196544,770,21.2,8.1,31.5,39.60000038146973,37.6,16.5,6.2,22.7,46.2,5.9,10.6,8.4
"Moore","Moore","Moore County","Tennessee",6378,45,57708,31250,84.8,197998,672,32.3,14.1,39.9,54.00000190734863,23.3,15.1,7.6,22.7,42.5,4.8,7.7,9.5
"Calhoun","Calhoun","Calhoun County","Georgia",6365,39.6,34167,20638,65.6,50339,543,26.6,27.1,36.7,63.80000114440918,27.1,5.6,3.5,9.1,30.6,13.2,27.3,17
"Antelope","Antelope","Antelope County","Nebraska",6341,44.9,49912,27204,75.5,84953,603,23,7,33.8,40.79999923706055,40.8,13,5.3,18.3,34,2.2,11.1,6.2
"Luce","Luce","Luce County","Michigan",6338,44.7,45469,23277,79.5,88737,717,31.9,11.6,36.8,48.39999961853027,33.2,12.2,6.2,18.4,48.3,6.4,17,4.7
"Talbot","Talbot","Talbot County","Georgia",6321,50.1,38549,21681,79,88154,652,32.6,17.7,45.5,63.20000076293945,24.7,6.5,5.6,12.1,37.5,5,18.9,15
"Stewart","Stewart","Stewart County","Georgia",6293,35.4,29732,18589,73.5,47734,529,32.9,31.9,36.4,68.30000114440918,19.5,8.1,4.1,12.2,37.7,9.1,34.5,16.3
"Wilkin","Wilkin","Wilkin County","Minnesota",6291,43.3,60595,36838,78.1,138937,523,21,5.1,28.7,33.80000066757202,42.4,18.2,5.6,23.8,35.3,1.8,9.2,2.3
"Reynolds","Reynolds","Reynolds County","Missouri",6290,46.5,40324,22173,78.7,96303,600,28.9,20.2,40.4,60.60000228881836,25.7,10,3.7,13.7,32.7,5.5,19.4,11.3
"Alexander","Alexander","Alexander County","Illinois",6260,45.3,36806,21845,73.7,55152,526,26.6,13.5,40.7,54.20000076293945,32.9,9.9,3,12.9,29.9,7.1,25.3,7.7
"Sullivan","Sullivan","Sullivan County","Missouri",6247,42.1,46481,25013,74.5,76245,622,23.9,15.7,50.2,65.90000057220459,22.4,7,4.7,11.7,28.8,2,16.9,12.1
"Ellsworth","Ellsworth","Ellsworth County","Kansas",6231,42.1,54902,27225,76.8,99112,639,23.1,8.4,34.3,42.69999885559082,37.8,13.3,6.2,19.5,42.2,3.5,9.3,5.5
"Clay","Clay","Clay County","Nebraska",6203,42.5,57173,30360,79.8,91282,607,22.6,8.5,34.4,42.900001525878906,37.2,13.9,6.1,20,39.9,3.5,10.5,8.9
"Essex","Essex","Essex County","Vermont",6200,50.9,44349,23933,81.2,135419,731,30.7,13.2,46,59.19999980926514,24.7,9.4,6.8,16.2,43.8,3.9,13.4,3.9
"Taylor","Taylor","Taylor County","Iowa",6167,42.3,50431,29178,78.2,80594,568,19.6,9.8,38.5,48.30000019073486,37.2,11.1,3.4,14.5,39.3,3.6,10,7.6
"Jefferson","Jefferson","Jefferson County","Oklahoma",6158,41.5,39895,22729,72.1,66886,521,26.8,16.8,41.4,58.20000076293945,27,11.3,3.4,14.7,44.7,6.5,21.4,17.7
"Carter","Carter","Carter County","Missouri",6147,41.7,39530,20879,77.4,103651,621,30.6,15.2,43.2,58.40000057220459,26.2,9.5,6,15.5,32.1,4.2,13.4,16
"Mitchell","Mitchell","Mitchell County","Kansas",6145,43.1,46203,27353,71.3,89260,561,19.6,5.2,30.4,35.59999942779541,38.4,17.7,8.4,26.1,37.7,3.6,14.8,7.8
"Sullivan","Sullivan","Sullivan County","Pennsylvania",6135,53.7,47407,25406,82,154479,643,26.5,10.4,47.7,58.10000038146973,24.7,11,6.2,17.2,41.6,6.2,13.2,7.7
"Fulton","Fulton","Fulton County","Kentucky",6130,43.5,30114,20198,61.3,69997,579,35.9,20.9,37.4,58.30000114440918,28.2,8.8,4.6,13.4,36.7,10.2,28.2,5.3
"Teton","Teton","Teton County","Montana",6086,44.4,55000,27392,69.9,173572,777,25.3,8,31.8,39.79999923706055,35.3,17,8,25,48.1,1.7,13.3,10.6
"Greenwood","Greenwood","Greenwood County","Kansas",6081,48.6,41982,25421,73.8,65940,578,22.2,7.6,36.3,43.899999141693115,36.2,14.7,5.2,19.9,49.7,2.3,13.3,7.9
"Garza","Garza","Garza County","Texas",6070,41.1,49627,23376,70.5,77463,775,27.1,38.4,28.6,67.00000190734863,19.1,10,3.8,13.8,35.4,2.6,19.7,14.9
"Osceola","Osceola","Osceola County","Iowa",6052,44,59725,31817,78.4,93202,639,17.8,11.6,36.6,48.19999885559082,34,13.2,4.6,17.8,41.9,2.9,12.5,4.5
"Gray","Gray","Gray County","Kansas",6039,36,64930,32514,78.1,131946,663,15.4,22.6,22.5,45.10000038146973,34.6,14.7,5.5,20.2,35.1,2.6,5.7,13.4
"Hamlin","Hamlin","Hamlin County","South Dakota",6025,35,67105,32500,80.5,156784,558,13.1,8.2,42.5,50.69999980926514,28.3,16,5,21,44.4,2.6,5.7,7
"Gilpin","Gilpin","Gilpin County","Colorado",6018,49,76429,44683,79.6,350041,1159,26.8,1.5,21.4,22.899999618530273,37.5,26.1,13.5,39.6,38.2,1.5,4.9,5.7
"Shelby","Shelby","Shelby County","Missouri",6013,42.3,44083,24780,73.8,72681,564,19.6,9.3,43.4,52.70000171661377,29.3,12.1,6,18.1,44.5,2.1,16.2,11.1
"Carson","Carson","Carson County","Texas",6009,40.6,74872,38411,81,112781,831,22.3,6.7,32,38.69999980926514,32.9,19.9,8.6,28.5,33.3,2.3,8.3,9.9
"Bear Lake","Bear Lake","Bear Lake County","Idaho",6000,39.6,54167,26286,76.6,143608,589,26.6,6.5,38.4,44.900001525878906,36.2,14.1,4.8,18.9,41,3,16.8,5.7
"Pondera","Pondera","Pondera County","Montana",5994,40.7,51151,26273,74.6,131734,652,25.5,7,33.5,40.5,35.6,18.5,5.4,23.9,41.5,6.6,19.3,8.5
"San Saba","San Saba","San Saba County","Texas",5991,42.4,45083,23253,68.4,104902,757,33.5,25.2,34.9,60.10000228881836,25.8,11,3.1,14.1,33.5,1.9,14,18.6
"Stanton","Stanton","Stanton County","Nebraska",5957,42.1,63986,32453,82.1,120164,690,19.4,6.3,31.6,37.90000057220459,44.2,13.9,4,17.9,38.6,1.7,6.2,4.4
"Broadwater","Broadwater","Broadwater County","Montana",5945,47.3,60594,30913,82.5,215354,752,21.9,6.8,32.2,39.000000953674316,33.9,19.7,7.4,27.1,48.7,8.8,8.5,7.2
"Sherman","Sherman","Sherman County","Kansas",5938,39.3,54754,27415,66.9,107133,819,30.5,7.7,30.3,37.999999046325684,40.3,16.9,4.9,21.8,39.9,3.6,11.5,9.1
"Grant","Grant","Grant County","Minnesota",5935,44.9,55466,30741,77.4,121664,657,29,7.1,33.3,40.399999141693115,40.8,13.3,5.4,18.7,39.1,4.1,9.6,5
"McHenry","McHenry","McHenry County","North Dakota",5878,43.2,64179,38176,82.9,118856,565,17.3,9.2,33.6,42.79999828338623,35.7,17.8,3.6,21.4,45.4,2.4,8.3,4.5
"Ontonagon","Ontonagon","Ontonagon County","Michigan",5877,58.6,41546,24120,88.2,70572,523,26.9,7.5,43.4,50.900001525878906,32.6,11.3,5.2,16.5,41.7,6.9,13.7,7.1
"Ohio","Ohio","Ohio County","Indiana",5874,47.4,60128,31364,76.2,149532,669,23.8,12.4,43.1,55.49999809265137,29.8,9.2,5.5,14.7,44.4,1.7,7.1,5.1
"Greer","Greer","Greer County","Oklahoma",5861,40.4,41488,19174,69.7,76321,539,27.2,16.1,36.5,52.60000038146973,35.1,10,2.3,12.3,40.1,6.4,20.2,17
"Cotton","Cotton","Cotton County","Oklahoma",5858,43.5,50885,24600,77.8,72832,591,29.2,15.5,41.8,57.29999923706055,28.9,9,4.7,13.7,35,6.9,18.2,14.7
"Alfalfa","Alfalfa","Alfalfa County","Oklahoma",5847,44.2,61852,24113,80.2,87794,640,19.9,14.8,37.5,52.30000019073486,25.9,15.3,6.6,21.9,45.8,2.3,9.1,12.3
"Crosby","Crosby","Crosby County","Texas",5836,38.4,40759,22188,75.3,61000,593,29.1,24,35.9,59.900001525878906,27,9.9,3.3,13.2,28.4,5.4,20.6,21.6
"Dewey","Dewey","Dewey County","South Dakota",5833,26.9,47475,25887,61.1,63861,579,21.2,14.6,35.9,50.50000190734863,32.9,11.9,4.6,16.5,29.4,21,31.3,27.4
"Lynn","Lynn","Lynn County","Texas",5830,37.3,43382,25000,68.3,81511,748,41.2,24.6,29.4,54,28.7,13.3,4,17.3,48.7,6.7,18.2,18.7
"Ottawa","Ottawa","Ottawa County","Kansas",5822,43,54784,30751,79.6,105595,662,22.8,5.1,35.4,40.500001430511475,35.1,18.9,5.6,24.5,39.4,2.4,9.9,6.2
"Floyd","Floyd","Floyd County","Texas",5803,37.2,50580,25377,74.9,62063,724,23.2,25.8,27.7,53.5,30.6,12.2,3.7,15.9,36.6,5,14.7,21.5
"Wirt","Wirt","Wirt County","West Virginia",5798,45.4,46048,25048,83.7,96538,454,19.9,17.1,42,59.10000038146973,29.7,6.3,4.8,11.1,24.6,4.6,16.2,5.3
"Miller","Miller","Miller County","Georgia",5787,43.5,44542,26377,65.5,98650,652,28.4,17.4,36.5,53.89999961853027,32.1,9.5,4.5,14,32.2,7,21.7,15.2
"Bent","Bent","Bent County","Colorado",5787,40.2,30900,20260,59.6,75793,643,34.3,15.2,48.7,63.90000057220459,24.6,8.4,3,11.4,43.1,5.8,29.5,8.8
"Cherry","Cherry","Cherry County","Nebraska",5779,43.1,56651,30706,61.3,115793,712,18,5,31.5,36.5,40.5,16.9,6,22.9,39.6,0.3,7.8,5.9
"Van Buren","Van Buren","Van Buren County","Tennessee",5760,46.9,42724,21845,81.5,94848,511,28.9,21,50.8,71.79999923706055,20.5,3.7,4,7.7,52.2,9.8,16.8,14.8
"Crowley","Crowley","Crowley County","Colorado",5754,35.4,42135,18032,72.5,77876,914,33.9,13.9,42.6,56.49999809265137,34.5,7.2,1.9,9.1,56.1,14.8,27.9,6.2
"Chouteau","Chouteau","Chouteau County","Montana",5732,41.9,42298,24726,63.8,134156,384,15.8,7.4,33.9,41.30000162124634,30.4,22.6,5.8,28.4,42.6,2.7,17.1,10.9
"Haskell","Haskell","Haskell County","Texas",5726,43.5,40313,20731,75.6,51440,546,25.1,29.7,35.1,64.79999923706055,23.4,9.2,2.7,11.9,43.5,12.2,20.4,20.8
"Putnam","Putnam","Putnam County","Illinois",5721,48.1,63638,32691,80.5,127510,693,20.5,7.3,38.1,45.39999866485596,38,10.6,6,16.6,34.8,2.6,8.5,2.6
"Dixon","Dixon","Dixon County","Nebraska",5719,40.8,56905,30474,78.5,95009,713,27.8,12.1,35.3,47.39999961853027,31.4,14.9,6.3,21.2,36.3,2.5,9.5,5.9
"Aleutians West","Aleutians West","Aleutians West Census Area","Alaska",5698,38.6,87466,35204,28.2,240586,1341,18.7,10.5,39,49.5,33.4,13.9,3.1,17,50.9,2.1,6.8,17.5
"Iron","Iron","Iron County","Wisconsin",5687,54.9,43798,25505,77.5,117951,538,28.4,5.5,33.7,39.20000076293945,40.9,14.3,5.7,20,43.5,7,14.6,6
"Lincoln","Lincoln","Lincoln County","Minnesota",5677,45.4,53077,30744,78.8,100300,616,24.6,8.1,38.3,46.39999961853027,34.3,14.4,4.8,19.2,37.1,2.9,10.9,4.9
"Hartley","Hartley","Hartley County","Texas",5669,38.1,58298,34152,62.7,159785,900,22.9,17.4,37.5,54.89999961853027,27.2,12.2,5.6,17.8,38.9,0.4,6.1,15.7
"Martin","Martin","Martin County","Texas",5649,32.7,66610,33282,73.8,140561,821,17.9,22.6,33,55.60000038146973,26.1,9.9,8.4,18.3,19.4,4.5,8.5,10.9
"Lander","Lander","Lander County","Nevada",5643,37.4,88030,39984,73.4,175261,842,34.1,11.7,38,49.69999980926514,37.9,5.4,7,12.4,44.4,8.2,9.7,6.7
"Stevens","Stevens","Stevens County","Kansas",5603,35.1,57806,29191,70.2,113068,671,24,21.8,25.8,47.599998474121094,38.7,9.1,4.5,13.6,38.9,5.6,20,18.2
"Covington","Covington","Covington City","Virginia",5598,42.4,40655,26006,74.5,71715,619,27.3,12.7,44.4,57.10000133514404,27.3,10.4,5.2,15.6,41.6,3.1,13.2,9.9
"Harper","Harper","Harper County","Kansas",5594,42.4,49865,26080,69.6,74407,681,21,10.4,39.1,49.49999809265137,34.3,9.5,6.8,16.3,37.6,5.8,16.1,13
"Lincoln","Lincoln","Lincoln County","Colorado",5585,38,47258,25561,70.6,140173,780,32.2,9.1,54.5,63.60000038146973,23.9,8.7,3.9,12.6,45.9,2.7,14.8,8.1
"Coal","Coal","Coal County","Oklahoma",5581,42,40938,24171,74,88793,625,31.5,17.3,41.6,58.89999771118164,23.7,10.4,6.9,17.3,40,5.4,22,23.2
"Audubon","Audubon","Audubon County","Iowa",5571,48.1,52055,28804,76.8,77818,582,19.3,10.5,37.1,47.599998474121094,35.3,12,5.1,17.1,41,1.8,11.7,5.2
"Morris","Morris","Morris County","Kansas",5566,46.6,55658,30533,80.4,103141,659,23.2,8.8,36.1,44.89999866485596,33.7,15.4,6,21.4,36.1,2.4,9,8.2
"McCook","McCook","McCook County","South Dakota",5548,39.3,61507,32425,75.9,132308,575,19.1,11.3,35,46.30000019073486,29.5,16.6,7.6,24.2,36.7,3.1,9.7,9.1
"Fillmore","Fillmore","Fillmore County","Nebraska",5547,47,60313,31831,77.5,80559,561,20.7,7.9,33.5,41.40000009536743,37.2,15,6.4,21.4,43,1.9,8.8,5.8
"Hansford","Hansford","Hansford County","Texas",5520,35.1,38000,24501,70.5,99822,783,35.6,32.2,26.7,58.900001525878906,26,11.7,3.4,15.1,46,4.3,17.4,23.1
"Pulaski","Pulaski","Pulaski County","Illinois",5510,44,34640,21208,76.4,59020,519,40.4,11.2,36.3,47.499999046325684,40,7.6,5,12.6,32.7,9.1,20.5,5.4
"Mahnomen","Mahnomen","Mahnomen County","Minnesota",5501,35.7,44688,24792,68,100705,586,25.3,13.1,36.7,49.80000114440918,37,9.6,3.6,13.2,34.5,7.3,23.3,14
"Washington","Washington","Washington County","Kansas",5493,45.4,50588,28288,77.9,85033,456,13.5,8.4,40.7,49.10000038146973,30.5,14.9,5.4,20.3,44.7,1.8,10.9,4.5
"Day","Day","Day County","South Dakota",5486,47.7,46679,27029,75.3,110979,532,28.7,10.5,36.9,47.400001525878906,31,16.9,4.6,21.5,41.9,2.3,16.7,10.4
"Tripp","Tripp","Tripp County","South Dakota",5458,45.1,57720,28905,76.2,97732,579,23.8,9.1,41.1,50.19999885559082,27.5,16.7,5.6,22.3,25.3,3.3,19.5,6.7
"Walworth","Walworth","Walworth County","South Dakota",5457,42.8,55583,31106,73.9,93721,692,23.8,10,38,48,27.1,18.4,6.5,24.9,47,2.5,9.7,9
"Stark","Stark","Stark County","Illinois",5447,45.1,54907,29537,78.5,87722,630,23.3,8.7,41.6,50.29999828338623,32.6,10.4,6.6,17,46.7,2.9,15.5,5.4
"Norton","Norton","Norton County","Kansas",5446,42.7,49038,23436,80.2,84881,629,20.4,10.9,34.7,45.60000038146973,35.6,14.3,4.5,18.8,28,1.2,12.4,7.4
